1.6317746801;-0.0540404551;-0.0949180203;0.1070999339;-0.111237328;0.1569660834;-0.3011170611;-0.1785983814;-0.0410388214;-0.0958582114
-0.0540404551;1.4754122786;0.1713506046;0.0579125905;-0.231451215;-0.1442534854;-0.1056855315;-0.0110631637;-0.0649073435;-0.0232645465
-0.0949180203;0.1713506046;1.5665588574;0.0684362674;-0.2643278711;0.045134629;-0.0418855894;-0.2069588731;-0.0839779375;-0.1543810764
0.1070999339;0.0579125905;0.0684362674;1.5442829171;-0.1771086644;-0.216617133;0.0856167559;-0.1568225662;-0.0031480653;-0.0533497935
-0.111237328;-0.231451215;-0.2643278711;-0.1771086644;1.6737365591;-0.1479166408;-0.0617378975;0.1518494049;0.1113833288;0.1159234108
0.1569660834;-0.1442534854;0.045134629;-0.216617133;-0.1479166408;1.6437396972;-0.0785690191;-0.0216813583;-0.0936514305;-0.3045324427
-0.3011170611;-0.1056855315;-0.0418855894;0.0856167559;-0.0617378975;-0.0785690191;1.5832060718;-0.142087054;-0.0360935829;0.1426317772
-0.1785983814;-0.0110631637;-0.2069588731;-0.1568225662;0.1518494049;-0.0216813583;-0.142087054;1.7310776108;-0.317413829;0.028563949
-0.0410388214;-0.0649073435;-0.0839779375;-0.0031480653;0.1113833288;-0.0936514305;-0.0360935829;-0.317413829;1.504126653;0.0351185275
-0.0958582114;-0.0232645465;-0.1543810764;-0.0533497935;0.1159234108;-0.3045324427;0.1426317772;0.028563949;0.0351185275;1.583509276
